show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1953,TV Show,Title 1953,Director 67,Actor 119,"United Kingdom, United States, Netherlands","September 07, 2019",2015,NC-17,65 min,Adventure,Description for title 1953
s1954,TV Show,Title 1954,Director 146,Actor 114,Turkey,"November 17, 2020",2018,PG-13,14 Seasons,"Drama, Animation, Horror",Description for title 1954
s1955,TV Show,Title 1955,Director 27,Actor 12,"France, South Korea, Japan","October 17, 2025",2022,PG,5 Seasons,Romance,Description for title 1955
s1956,Movie,Title 1956,Director 122,Actor 68,"Japan, Canada","June 03, 2021",2022,TV-PG,45 min,Action,Description for title 1956
s1957,Movie,Title 1957,Director 160,Actor 424,Germany,"June 07, 2019",2010,TV-14,149 min,Romance,Description for title 1957
s1958,Movie,Title 1958,Director 137,Actor 332,"Canada, Turkey, India","December 27, 2018",2019,TV-Y,2 Seasons,"Romance, Comedy, Sci-Fi",Description for title 1958
s1959,TV Show,Title 1959,Director 82,Actor 256,"Brazil, United Kingdom","February 02, 2019",2008,TV-14,11 Seasons,"Romance, Animation",Description for title 1959
s1960,Movie,Title 1960,Director 29,Actor 88,"Italy, Brazil, India","July 07, 2023",2021,G,69 min,"Animation, Fantasy",Description for title 1960
s1961,Movie,Title 1961,Director 21,Actor 46,Germany,"September 29, 2021",1990,NC-17,2 Seasons,"Action, Thriller, Adventure",Description for title 1961
s1962,TV Show,Title 1962,Director 2,Actor 259,"France, Japan","October 07, 2025",2022,TV-Y7,104 min,"Sci-Fi, Comedy",Description for title 1962
s1963,Movie,Title 1963,Director 100,Actor 227,"South Korea, United Kingdom","April 21, 2025",2015,TV-G,146 min,"Adventure, Animation, Romance",Description for title 1963
s1964,Movie,Title 1964,Director 104,Actor 446,"France, Italy, United Kingdom","August 07, 2019",2016,NC-17,5 Seasons,"Adventure, Crime",Description for title 1964
s1965,Movie,Title 1965,Director 175,Actor 179,"India, Netherlands, Italy","May 19, 2019",2017,TV-14,5 Seasons,"Comedy, Horror, Thriller",Description for title 1965
s1966,Movie,Title 1966,Director 1,Actor 9,"Turkey, United States, Japan","September 06, 2019",2009,TV-14,75 min,Documentary,Description for title 1966
s1967,Movie,Title 1967,Director 53,Actor 283,"Turkey, Brazil","June 05, 2023",1997,G,6 Seasons,Adventure,Description for title 1967
s1968,Movie,Title 1968,Director 5,Actor 376,"Mexico, Canada, United Kingdom","May 03, 2025",2015,PG,6 Seasons,"Drama, Thriller",Description for title 1968
s1969,Movie,Title 1969,Director 106,Actor 125,"Italy, South Korea","June 16, 2023",2020,R,148 min,"Documentary, Animation, Drama",Description for title 1969
s1970,Movie,Title 1970,Director 167,Actor 133,"Italy, India","August 15, 2024",1994,TV-14,114 min,Animation,Description for title 1970
s1971,TV Show,Title 1971,Director 122,Actor 154,"Brazil, France, Australia","January 22, 2022",2000,G,13 Seasons,Fantasy,Description for title 1971
s1972,Movie,Title 1972,Director 1,Actor 247,"Mexico, Germany, Canada","December 08, 2023",2010,R,164 min,"Horror, Romance",Description for title 1972
s1973,Movie,Title 1973,Director 110,Actor 139,"India, Turkey","October 15, 2024",1997,TV-Y,100 min,"Comedy, Thriller",Description for title 1973
s1974,Movie,Title 1974,Director 1,Actor 317,Netherlands,"August 21, 2023",2015,TV-Y,2 Seasons,Sci-Fi,Description for title 1974
s1975,TV Show,Title 1975,Director 92,Actor 435,"Australia, India, United Kingdom","November 23, 2017",2001,PG,14 Seasons,"Action, Animation, Adventure",Description for title 1975
s1976,Movie,Title 1976,Director 182,Actor 175,"Australia, United Kingdom, Germany","June 16, 2021",2002,G,7 Seasons,"Crime, Adventure, Horror",Description for title 1976
s1977,Movie,Title 1977,Director 199,Actor 322,Australia,"August 04, 2024",1999,TV-G,3 Seasons,"Romance, Sci-Fi",Description for title 1977
s1978,TV Show,Title 1978,Director 100,Actor 173,"Brazil, South Korea, Turkey","November 06, 2017",2018,TV-PG,142 min,Action,Description for title 1978
s1979,TV Show,Title 1979,Director 187,Actor 480,"France, Australia","January 04, 2023",1997,TV-PG,137 min,"Drama, Thriller, Adventure",Description for title 1979
s1980,Movie,Title 1980,Director 96,Actor 73,"Spain, Brazil","May 27, 2025",1990,TV-Y7,11 Seasons,"Sci-Fi, Horror",Description for title 1980
s1981,TV Show,Title 1981,Director 110,Actor 350,"United States, Brazil","January 21, 2021",1998,R,10 Seasons,"Drama, Thriller, Comedy",Description for title 1981
s1982,Movie,Title 1982,Director 5,Actor 142,"India, Brazil","February 10, 2018",1993,PG,8 Seasons,Comedy,Description for title 1982
s1983,Movie,Title 1983,Director 126,Actor 454,"Mexico, Canada","December 23, 2024",2022,TV-Y7,5 Seasons,"Adventure, Action",Description for title 1983
s1984,Movie,Title 1984,Director 103,Actor 291,South Korea,"November 21, 2022",2010,TV-Y,46 min,"Animation, Sci-Fi",Description for title 1984
s1985,Movie,Title 1985,Director 146,Actor 397,"Turkey, Brazil","March 02, 2022",1996,TV-Y7,4 Seasons,"Sci-Fi, Adventure, Romance",Description for title 1985
s1986,TV Show,Title 1986,Director 154,Actor 111,"Turkey, United States","March 03, 2019",2021,G,5 Seasons,Animation,Description for title 1986
s1987,Movie,Title 1987,Director 0,Actor 205,"India, Turkey, United States","December 16, 2018",2017,R,13 Seasons,"Horror, Crime, Thriller",Description for title 1987
s1988,Movie,Title 1988,Director 32,Actor 130,"United Kingdom, France","December 20, 2020",2015,G,6 Seasons,"Action, Documentary",Description for title 1988
s1989,TV Show,Title 1989,Director 39,Actor 368,"Australia, Japan","May 11, 2020",2023,TV-Y7,9 Seasons,"Thriller, Documentary",Description for title 1989
s1990,TV Show,Title 1990,Director 31,Actor 109,"Italy, Brazil, United Kingdom","January 28, 2020",1998,TV-Y,56 min,"Sci-Fi, Drama, Horror",Description for title 1990
s1991,Movie,Title 1991,Director 196,Actor 369,"Mexico, India","April 06, 2021",1995,TV-14,49 min,"Sci-Fi, Action",Description for title 1991
s1992,Movie,Title 1992,Director 16,Actor 66,Germany,"August 01, 2024",2011,TV-G,166 min,Adventure,Description for title 1992
s1993,Movie,Title 1993,Director 125,Actor 381,"Japan, United Kingdom, Canada","August 31, 2018",1998,PG,67 min,Romance,Description for title 1993
s1994,TV Show,Title 1994,Director 7,Actor 85,Australia,"October 28, 2020",2004,TV-G,159 min,Romance,Description for title 1994
s1995,TV Show,Title 1995,Director 56,Actor 274,Brazil,"March 19, 2020",1990,TV-G,10 Seasons,"Drama, Horror",Description for title 1995
s1996,TV Show,Title 1996,Director 41,Actor 226,Mexico,"January 15, 2018",2021,PG,2 Seasons,"Horror, Animation, Documentary",Description for title 1996
s1997,Movie,Title 1997,Director 97,Actor 459,Brazil,"August 27, 2021",2007,TV-MA,149 min,Romance,Description for title 1997
s1998,Movie,Title 1998,Director 136,Actor 437,"Italy, France","September 24, 2021",2000,TV-MA,8 Seasons,"Adventure, Romance, Horror",Description for title 1998
s1999,Movie,Title 1999,Director 119,Actor 324,"Brazil, Mexico","December 29, 2022",2022,TV-Y7,11 Seasons,"Documentary, Animation, Horror",Description for title 1999
s2000,Movie,Title 2000,Director 86,Actor 9,"Germany, France","August 15, 2018",1993,PG-13,14 Seasons,"Horror, Crime",Description for title 2000
s2001,Movie,Title 2001,Director 162,Actor 488,"Germany, Netherlands","January 13, 2023",2023,NC-17,148 min,"Crime, Romance, Fantasy",Description for title 2001
s2002,TV Show,Title 2002,Director 198,Actor 416,South Korea,"August 07, 2022",2008,TV-G,140 min,"Sci-Fi, Adventure, Animation",Description for title 2002
s2003,Movie,Title 2003,Director 180,Actor 396,"Mexico, Australia","June 15, 2021",2001,G,55 min,"Romance, Sci-Fi, Adventure",Description for title 2003
s2004,Movie,Title 2004,Director 53,Actor 383,France,"February 07, 2019",2011,G,1 Seasons,Romance,Description for title 2004
s2005,TV Show,Title 2005,Director 83,Actor 354,Canada,"April 02, 2019",2001,TV-14,86 min,"Animation, Romance",Description for title 2005
s2006,Movie,Title 2006,Director 24,Actor 434,Turkey,"April 07, 2019",2017,TV-G,8 Seasons,Documentary,Description for title 2006
s2007,TV Show,Title 2007,Director 66,Actor 287,"Spain, Netherlands","October 11, 2020",2004,TV-Y,144 min,Action,Description for title 2007
s2008,Movie,Title 2008,Director 189,Actor 458,Italy,"January 07, 2022",1993,PG-13,130 min,"Crime, Thriller",Description for title 2008
s2009,Movie,Title 2009,Director 182,Actor 111,"United States, Germany, France","June 19, 2024",1997,TV-MA,50 min,"Comedy, Animation",Description for title 2009
s2010,Movie,Title 2010,Director 173,Actor 485,"India, South Korea","October 26, 2022",2020,TV-G,67 min,Comedy,Description for title 2010
s2011,Movie,Title 2011,Director 151,Actor 23,"Netherlands, Italy, Turkey","March 20, 2019",2015,TV-G,14 Seasons,"Animation, Drama",Description for title 2011
s2012,TV Show,Title 2012,Director 45,Actor 290,"Mexico, Canada","November 06, 2020",1992,TV-PG,154 min,Fantasy,Description for title 2012
s2013,Movie,Title 2013,Director 21,Actor 338,Brazil,"August 31, 2025",1996,TV-14,138 min,Documentary,Description for title 2013
s2014,Movie,Title 2014,Director 138,Actor 325,"Italy, India","August 11, 2022",2004,TV-14,90 min,"Adventure, Sci-Fi, Romance",Description for title 2014
s2015,Movie,Title 2015,Director 175,Actor 167,Canada,"April 28, 2020",2009,TV-Y,87 min,Horror,Description for title 2015
s2016,Movie,Title 2016,Director 7,Actor 437,Netherlands,"October 17, 2019",2006,TV-Y7,10 Seasons,"Romance, Horror",Description for title 2016
s2017,TV Show,Title 2017,Director 38,Actor 108,South Korea,"December 16, 2021",2021,TV-MA,10 Seasons,"Action, Romance",Description for title 2017
s2018,Movie,Title 2018,Director 162,Actor 427,"United Kingdom, Turkey, Australia","August 09, 2021",1999,TV-Y,152 min,Documentary,Description for title 2018
s2019,TV Show,Title 2019,Director 48,Actor 189,"Italy, Spain, India","June 27, 2019",2005,PG-13,61 min,"Action, Sci-Fi, Adventure",Description for title 2019
s2020,TV Show,Title 2020,Director 45,Actor 489,"United Kingdom, Italy, Brazil","November 24, 2019",2015,TV-PG,4 Seasons,"Horror, Sci-Fi",Description for title 2020
s2021,Movie,Title 2021,Director 37,Actor 354,"India, Turkey","April 08, 2020",2011,G,1 Seasons,"Adventure, Action",Description for title 2021
s2022,TV Show,Title 2022,Director 135,Actor 195,"United Kingdom, Spain","March 07, 2022",2004,NC-17,5 Seasons,"Documentary, Drama, Crime",Description for title 2022
s2023,Movie,Title 2023,Director 53,Actor 32,"Turkey, Italy","June 21, 2022",2001,TV-Y,132 min,"Fantasy, Horror, Romance",Description for title 2023
s2024,Movie,Title 2024,Director 164,Actor 204,"Turkey, Germany","January 09, 2025",1992,TV-Y,140 min,"Drama, Sci-Fi, Action",Description for title 2024
s2025,Movie,Title 2025,Director 91,Actor 311,"United Kingdom, Brazil","October 18, 2023",2013,G,97 min,Action,Description for title 2025
s2026,TV Show,Title 2026,Director 39,Actor 419,"Brazil, France","April 25, 2019",1991,TV-G,96 min,Fantasy,Description for title 2026
s2027,TV Show,Title 2027,Director 33,Actor 181,"France, United Kingdom","July 31, 2018",1993,G,7 Seasons,Sci-Fi,Description for title 2027
s2028,Movie,Title 2028,Director 95,Actor 490,"India, United Kingdom","August 29, 2022",2012,PG-13,1 Seasons,"Drama, Thriller, Documentary",Description for title 2028
s2029,TV Show,Title 2029,Director 78,Actor 146,"Australia, Netherlands","June 10, 2025",2012,TV-G,68 min,"Thriller, Romance",Description for title 2029
s2030,Movie,Title 2030,Director 126,Actor 426,Australia,"July 28, 2021",1997,TV-G,85 min,Drama,Description for title 2030
s2031,Movie,Title 2031,Director 16,Actor 267,France,"November 12, 2018",2001,TV-MA,93 min,"Animation, Comedy",Description for title 2031
s2032,Movie,Title 2032,Director 160,Actor 10,"Japan, Italy, United Kingdom","May 06, 2023",1998,TV-MA,14 Seasons,"Sci-Fi, Comedy",Description for title 2032
s2033,TV Show,Title 2033,Director 174,Actor 69,"United Kingdom, South Korea, Germany","July 12, 2024",2000,G,5 Seasons,Crime,Description for title 2033
s2034,Movie,Title 2034,Director 109,Actor 255,"Germany, Mexico, India","May 10, 2018",2020,TV-MA,68 min,Documentary,Description for title 2034
s2035,Movie,Title 2035,Director 51,Actor 395,"Canada, Australia, Mexico","September 29, 2025",1990,G,88 min,"Fantasy, Adventure",Description for title 2035
s2036,Movie,Title 2036,Director 117,Actor 218,"Mexico, Australia, Germany","November 25, 2019",2004,TV-G,117 min,Sci-Fi,Description for title 2036
s2037,Movie,Title 2037,Director 8,Actor 296,"Mexico, Canada","January 07, 2018",1996,PG,8 Seasons,"Crime, Action, Romance",Description for title 2037
s2038,Movie,Title 2038,Director 32,Actor 408,"Brazil, South Korea","April 07, 2021",2017,NC-17,175 min,Sci-Fi,Description for title 2038
s2039,Movie,Title 2039,Director 187,Actor 361,"France, Netherlands","June 13, 2023",1995,TV-G,163 min,Sci-Fi,Description for title 2039
s2040,TV Show,Title 2040,Director 112,Actor 258,"India, Japan, United Kingdom","May 22, 2019",2009,NC-17,123 min,Adventure,Description for title 2040
s2041,Movie,Title 2041,Director 148,Actor 2,"United States, United Kingdom","October 21, 2024",2013,TV-Y7,54 min,"Crime, Horror",Description for title 2041
s2042,Movie,Title 2042,Director 185,Actor 83,Netherlands,"October 02, 2025",2001,TV-Y,73 min,"Fantasy, Sci-Fi",Description for title 2042
s2043,Movie,Title 2043,Director 84,Actor 155,Italy,"January 12, 2026",1992,NC-17,51 min,Horror,Description for title 2043
s2044,TV Show,Title 2044,Director 196,Actor 150,"India, Australia","November 06, 2022",2017,TV-MA,93 min,"Horror, Action",Description for title 2044
s2045,TV Show,Title 2045,Director 9,Actor 175,India,"September 02, 2025",2001,PG-13,111 min,"Horror, Romance",Description for title 2045
s2046,Movie,Title 2046,Director 5,Actor 194,"Mexico, Canada","November 16, 2023",2005,TV-Y,12 Seasons,"Romance, Documentary, Sci-Fi",Description for title 2046
s2047,TV Show,Title 2047,Director 114,Actor 425,"Turkey, Australia","December 26, 2019",2004,TV-PG,67 min,Sci-Fi,Description for title 2047
s2048,Movie,Title 2048,Director 120,Actor 471,"South Korea, Spain","June 20, 2021",2020,TV-Y7,114 min,Comedy,Description for title 2048
s2049,Movie,Title 2049,Director 140,Actor 106,"Canada, Netherlands","June 28, 2021",2010,TV-14,116 min,"Action, Drama, Horror",Description for title 2049
s2050,Movie,Title 2050,Director 64,Actor 423,South Korea,"November 28, 2024",2007,G,62 min,Drama,Description for title 2050
s2051,Movie,Title 2051,Director 19,Actor 133,"Brazil, Turkey","May 26, 2019",1995,NC-17,136 min,"Sci-Fi, Adventure",Description for title 2051
s2052,Movie,Title 2052,Director 56,Actor 275,Mexico,"July 04, 2025",2006,TV-Y7,129 min,"Action, Animation, Romance",Description for title 2052
s2053,TV Show,Title 2053,Director 45,Actor 394,Mexico,"November 19, 2021",2012,TV-Y7,136 min,"Thriller, Horror",Description for title 2053
s2054,TV Show,Title 2054,Director 135,Actor 351,"Netherlands, Germany","May 31, 2024",2007,TV-MA,77 min,"Action, Animation, Adventure",Description for title 2054
s2055,TV Show,Title 2055,Director 9,Actor 379,"Mexico, Italy, Netherlands","November 13, 2021",2000,TV-Y7,55 min,Thriller,Description for title 2055
s2056,Movie,Title 2056,Director 112,Actor 154,"South Korea, Mexico","January 09, 2020",2012,TV-Y,11 Seasons,Documentary,Description for title 2056
s2057,Movie,Title 2057,Director 194,Actor 276,Mexico,"February 16, 2024",2006,TV-MA,9 Seasons,Animation,Description for title 2057
s2058,TV Show,Title 2058,Director 138,Actor 235,Netherlands,"January 25, 2024",1995,PG,4 Seasons,Thriller,Description for title 2058
s2059,Movie,Title 2059,Director 11,Actor 239,"Italy, Japan","May 12, 2020",2013,PG,91 min,"Sci-Fi, Adventure",Description for title 2059
s2060,Movie,Title 2060,Director 137,Actor 369,"Netherlands, Canada","October 15, 2025",2005,TV-14,62 min,"Horror, Fantasy",Description for title 2060
s2061,Movie,Title 2061,Director 152,Actor 12,Turkey,"February 13, 2018",2018,TV-Y,132 min,Sci-Fi,Description for title 2061
s2062,TV Show,Title 2062,Director 176,Actor 341,"Australia, Italy","September 25, 2025",2018,TV-MA,45 min,"Fantasy, Romance, Animation",Description for title 2062
s2063,Movie,Title 2063,Director 176,Actor 34,"Japan, Brazil, Turkey","September 29, 2023",2017,G,8 Seasons,"Horror, Fantasy",Description for title 2063
s2064,Movie,Title 2064,Director 10,Actor 46,"Australia, Turkey","November 26, 2022",2005,TV-Y,14 Seasons,"Comedy, Action",Description for title 2064
s2065,TV Show,Title 2065,Director 189,Actor 213,Spain,"September 25, 2021",1992,NC-17,58 min,"Comedy, Drama",Description for title 2065
s2066,Movie,Title 2066,Director 117,Actor 411,"Australia, Turkey, South Korea","September 14, 2020",2013,G,5 Seasons,"Adventure, Romance",Description for title 2066
s2067,Movie,Title 2067,Director 163,Actor 404,"Italy, United States","September 26, 2019",2007,NC-17,142 min,"Thriller, Animation",Description for title 2067
s2068,Movie,Title 2068,Director 38,Actor 493,"Brazil, France","January 04, 2026",2006,R,3 Seasons,"Adventure, Fantasy, Sci-Fi",Description for title 2068
s2069,Movie,Title 2069,Director 52,Actor 145,"India, Brazil","January 08, 2024",1999,TV-PG,168 min,"Romance, Action, Horror",Description for title 2069
s2070,TV Show,Title 2070,Director 55,Actor 158,"Germany, Canada","December 03, 2018",2014,TV-MA,13 Seasons,"Documentary, Adventure",Description for title 2070
s2071,Movie,Title 2071,Director 103,Actor 443,Canada,"September 26, 2022",2012,G,137 min,Crime,Description for title 2071
s2072,Movie,Title 2072,Director 128,Actor 124,South Korea,"May 05, 2020",2008,TV-14,1 Seasons,Romance,Description for title 2072
s2073,TV Show,Title 2073,Director 55,Actor 109,"Brazil, France","December 08, 2018",1999,PG-13,1 Seasons,"Animation, Crime",Description for title 2073
s2074,TV Show,Title 2074,Director 117,Actor 36,South Korea,"May 12, 2025",2000,PG,1 Seasons,"Comedy, Fantasy, Horror",Description for title 2074
s2075,TV Show,Title 2075,Director 131,Actor 276,"Mexico, South Korea, France","June 29, 2021",1994,TV-MA,12 Seasons,Documentary,Description for title 2075
s2076,Movie,Title 2076,Director 29,Actor 13,Netherlands,"May 15, 2025",1995,G,11 Seasons,Romance,Description for title 2076
s2077,Movie,Title 2077,Director 11,Actor 472,"Italy, France, Brazil","June 05, 2021",1992,PG,140 min,"Adventure, Documentary, Crime",Description for title 2077
s2078,TV Show,Title 2078,Director 34,Actor 346,Brazil,"March 07, 2018",2000,TV-MA,13 Seasons,"Crime, Drama, Action",Description for title 2078
s2079,TV Show,Title 2079,Director 76,Actor 231,"Italy, Japan, India","May 31, 2022",2013,TV-Y7,7 Seasons,Action,Description for title 2079
s2080,Movie,Title 2080,Director 179,Actor 315,"Japan, Spain","September 11, 2025",2015,NC-17,14 Seasons,"Animation, Action",Description for title 2080
s2081,Movie,Title 2081,Director 158,Actor 123,"France, Italy, Turkey","August 08, 2020",2015,PG,9 Seasons,"Drama, Romance",Description for title 2081
s2082,Movie,Title 2082,Director 101,Actor 278,"Mexico, India","April 15, 2022",2013,R,114 min,"Romance, Adventure",Description for title 2082
s2083,TV Show,Title 2083,Director 86,Actor 478,"Spain, South Korea","September 14, 2018",1993,TV-MA,9 Seasons,"Documentary, Fantasy",Description for title 2083
s2084,Movie,Title 2084,Director 195,Actor 110,"Canada, Italy, France","June 01, 2019",1999,TV-Y,2 Seasons,Horror,Description for title 2084
s2085,Movie,Title 2085,Director 51,Actor 123,"United Kingdom, France, Italy","August 09, 2022",2023,TV-G,153 min,Animation,Description for title 2085
s2086,Movie,Title 2086,Director 79,Actor 412,"Italy, Japan","July 09, 2023",2018,TV-Y,101 min,"Animation, Adventure, Thriller",Description for title 2086
s2087,TV Show,Title 2087,Director 134,Actor 430,"South Korea, Turkey, Italy","October 24, 2018",2015,TV-Y,6 Seasons,"Horror, Drama",Description for title 2087
s2088,TV Show,Title 2088,Director 21,Actor 29,France,"November 14, 2025",2008,TV-Y,115 min,Sci-Fi,Description for title 2088
s2089,Movie,Title 2089,Director 74,Actor 114,"Turkey, United Kingdom, Australia","March 24, 2023",2010,NC-17,70 min,"Thriller, Comedy, Documentary",Description for title 2089
s2090,TV Show,Title 2090,Director 183,Actor 89,"South Korea, Italy, Germany","April 02, 2018",2008,NC-17,3 Seasons,"Romance, Fantasy",Description for title 2090
s2091,TV Show,Title 2091,Director 57,Actor 211,"Turkey, United Kingdom, Japan","September 07, 2022",2008,TV-Y,7 Seasons,"Comedy, Horror",Description for title 2091
s2092,Movie,Title 2092,Director 92,Actor 37,"Turkey, Australia","November 07, 2021",2007,TV-Y,66 min,Documentary,Description for title 2092
s2093,Movie,Title 2093,Director 191,Actor 82,United Kingdom,"October 19, 2018",2003,G,110 min,Romance,Description for title 2093
s2094,Movie,Title 2094,Director 102,Actor 26,"United States, Australia","August 13, 2025",2007,TV-Y7,14 Seasons,"Fantasy, Documentary, Horror",Description for title 2094
s2095,TV Show,Title 2095,Director 139,Actor 216,Germany,"December 26, 2024",2017,TV-Y,2 Seasons,"Thriller, Animation",Description for title 2095
s2096,Movie,Title 2096,Director 6,Actor 359,"Italy, Spain","August 30, 2023",2008,TV-Y,12 Seasons,"Crime, Documentary, Fantasy",Description for title 2096
s2097,Movie,Title 2097,Director 127,Actor 485,South Korea,"August 22, 2022",2014,G,11 Seasons,"Sci-Fi, Comedy, Crime",Description for title 2097
s2098,TV Show,Title 2098,Director 54,Actor 371,"France, Japan, United Kingdom","September 01, 2022",2004,TV-Y7,140 min,"Adventure, Crime, Drama",Description for title 2098
s2099,Movie,Title 2099,Director 105,Actor 214,"Netherlands, Canada","January 13, 2020",1992,TV-Y,68 min,Horror,Description for title 2099
s2100,TV Show,Title 2100,Director 61,Actor 220,"Netherlands, United States, Australia","June 20, 2018",2012,TV-14,6 Seasons,"Drama, Crime",Description for title 2100
s2101,Movie,Title 2101,Director 89,Actor 14,"United States, India","January 31, 2023",2001,PG,8 Seasons,"Sci-Fi, Drama",Description for title 2101
s2102,Movie,Title 2102,Director 97,Actor 442,"Germany, Spain, Mexico","April 13, 2020",2021,TV-MA,80 min,"Comedy, Documentary, Action",Description for title 2102
s2103,TV Show,Title 2103,Director 76,Actor 258,"India, Mexico","November 07, 2025",2017,TV-G,4 Seasons,"Sci-Fi, Animation",Description for title 2103
s2104,TV Show,Title 2104,Director 182,Actor 265,"Netherlands, United Kingdom, Japan","September 07, 2024",2023,TV-G,12 Seasons,Fantasy,Description for title 2104
s2105,Movie,Title 2105,Director 118,Actor 462,Mexico,"May 02, 2025",1990,TV-Y7,42 min,"Comedy, Horror",Description for title 2105
s2106,TV Show,Title 2106,Director 35,Actor 119,"France, Spain","April 06, 2022",1999,TV-Y7,6 Seasons,Crime,Description for title 2106
s2107,TV Show,Title 2107,Director 88,Actor 463,"United States, Germany","December 01, 2021",2016,TV-MA,13 Seasons,Action,Description for title 2107
s2108,Movie,Title 2108,Director 151,Actor 400,"Germany, South Korea, Turkey","April 11, 2022",2001,TV-Y7,134 min,Documentary,Description for title 2108
s2109,TV Show,Title 2109,Director 171,Actor 127,"Australia, Mexico, Japan","July 05, 2018",2022,R,176 min,Crime,Description for title 2109
s2110,Movie,Title 2110,Director 144,Actor 210,"Australia, Japan, Turkey","October 31, 2020",1993,G,6 Seasons,Adventure,Description for title 2110
s2111,Movie,Title 2111,Director 129,Actor 10,"Australia, Turkey","November 14, 2024",2010,TV-PG,13 Seasons,"Action, Comedy, Adventure",Description for title 2111
s2112,Movie,Title 2112,Director 140,Actor 175,"United States, Germany","August 28, 2025",2009,G,14 Seasons,"Drama, Horror, Comedy",Description for title 2112
s2113,TV Show,Title 2113,Director 158,Actor 132,Germany,"July 05, 2021",2006,NC-17,61 min,Romance,Description for title 2113
s2114,TV Show,Title 2114,Director 92,Actor 324,Italy,"January 18, 2022",2023,TV-14,152 min,"Sci-Fi, Comedy",Description for title 2114
s2115,Movie,Title 2115,Director 113,Actor 319,Turkey,"September 29, 2019",2003,TV-PG,3 Seasons,Romance,Description for title 2115
s2116,Movie,Title 2116,Director 27,Actor 13,Mexico,"February 23, 2021",1999,PG,11 Seasons,"Animation, Romance",Description for title 2116
s2117,Movie,Title 2117,Director 187,Actor 49,Turkey,"December 03, 2023",2009,NC-17,5 Seasons,Adventure,Description for title 2117
s2118,Movie,Title 2118,Director 154,Actor 409,South Korea,"March 07, 2025",2004,TV-MA,5 Seasons,Adventure,Description for title 2118
s2119,TV Show,Title 2119,Director 142,Actor 71,United Kingdom,"June 05, 2022",2016,TV-MA,71 min,"Romance, Animation",Description for title 2119
s2120,TV Show,Title 2120,Director 32,Actor 68,Mexico,"June 12, 2021",2004,TV-MA,114 min,Comedy,Description for title 2120
s2121,Movie,Title 2121,Director 19,Actor 390,Turkey,"October 14, 2022",2008,G,3 Seasons,"Horror, Crime, Thriller",Description for title 2121
s2122,TV Show,Title 2122,Director 169,Actor 382,Spain,"January 31, 2025",2015,PG,75 min,Thriller,Description for title 2122
s2123,Movie,Title 2123,Director 139,Actor 15,United States,"April 28, 2020",2001,G,162 min,"Drama, Crime, Sci-Fi",Description for title 2123
s2124,TV Show,Title 2124,Director 100,Actor 438,"Australia, Canada","December 11, 2024",2013,PG-13,99 min,"Documentary, Horror, Romance",Description for title 2124
s2125,TV Show,Title 2125,Director 22,Actor 333,"Canada, Italy, Germany","December 22, 2024",2022,R,134 min,"Romance, Documentary, Fantasy",Description for title 2125
s2126,Movie,Title 2126,Director 199,Actor 356,"Australia, Spain, Netherlands","May 18, 2019",1994,G,161 min,"Adventure, Documentary, Comedy",Description for title 2126
s2127,Movie,Title 2127,Director 111,Actor 55,"Canada, Japan, Turkey","December 24, 2022",1998,TV-14,116 min,Drama,Description for title 2127
s2128,TV Show,Title 2128,Director 13,Actor 104,"Mexico, Japan","December 27, 2021",2003,G,75 min,"Action, Horror, Documentary",Description for title 2128
s2129,Movie,Title 2129,Director 90,Actor 131,"Japan, Turkey, France","December 14, 2019",2014,PG,1 Seasons,Romance,Description for title 2129
s2130,Movie,Title 2130,Director 152,Actor 483,"Brazil, France, Japan","May 17, 2018",1996,R,176 min,"Thriller, Fantasy, Action",Description for title 2130
s2131,Movie,Title 2131,Director 76,Actor 47,Japan,"March 19, 2018",2023,PG,5 Seasons,"Adventure, Horror",Description for title 2131
s2132,Movie,Title 2132,Director 84,Actor 247,"Australia, United States","February 16, 2019",1996,PG,2 Seasons,"Action, Adventure",Description for title 2132
s2133,Movie,Title 2133,Director 108,Actor 272,"France, Spain","July 08, 2024",2020,TV-G,9 Seasons,Crime,Description for title 2133
s2134,TV Show,Title 2134,Director 30,Actor 110,South Korea,"March 29, 2019",2021,TV-MA,119 min,"Animation, Crime, Thriller",Description for title 2134
s2135,TV Show,Title 2135,Director 121,Actor 419,Spain,"September 18, 2021",2010,TV-G,55 min,Animation,Description for title 2135
s2136,Movie,Title 2136,Director 106,Actor 325,Japan,"August 17, 2022",2004,TV-Y7,1 Seasons,"Crime, Thriller, Horror",Description for title 2136
s2137,TV Show,Title 2137,Director 53,Actor 335,"South Korea, Australia, Germany","April 23, 2018",2019,TV-MA,104 min,Horror,Description for title 2137
s2138,Movie,Title 2138,Director 132,Actor 348,"United Kingdom, Australia, Japan","February 20, 2020",1993,R,129 min,Animation,Description for title 2138
s2139,TV Show,Title 2139,Director 140,Actor 483,"Australia, Germany","July 30, 2022",2023,TV-Y7,92 min,Fantasy,Description for title 2139
s2140,TV Show,Title 2140,Director 155,Actor 37,"South Korea, Canada, Germany","January 07, 2019",1998,TV-Y,170 min,"Horror, Fantasy",Description for title 2140
s2141,Movie,Title 2141,Director 42,Actor 356,"Italy, Netherlands, Spain","March 09, 2025",2001,TV-Y7,6 Seasons,"Action, Horror",Description for title 2141
